AREA	BALDE	FICHEIRO	LINHA	TERMO	TRECHO
DOCS	TEXTO-DOC	docs/MC89.33-PLANO.txt	126	lances	`netlify/functions/lances-flash.mjs` não importa `aplicarRateLimit`. É o
DOCS	TEXTO-DOC	docs/MC89.33-PLANO.txt	137	lances	Virtualização de listas ....... não há listas longas (0 lances, 7 cotas).
DOCS	TEXTO-DOC	docs/MC89.33-RELATORIO.txt	49	lances	lances-flash 18/min · saldo-rs 12/min · notificacoes 6/min
DOCS	TEXTO-DOC	docs/MC89.33-RELATORIO.txt	50	lances	· lances-flash a 3 s está CORRETO (verifiquei o prazo: edição a decorrer,
DOCS	TEXTO-DOC	docs/MC89.33-RELATORIO.txt	51	leilão	faltavam 23 min). É o desenho do MC88.31 para leilão ao vivo.
DOCS	TEXTO-DOC	docs/MC89.33-RELATORIO.txt	54	lances	· lances-flash não tem rate limit no servidor.
DOCS	TEXTO-DOC	docs/MC89.33-RELATORIO.txt	81	lances	· `lances-flash` continua a pollar a 3 s a partir do AppContext mesmo em
DOCS	TEXTO-DOC	docs/MC89.33-RELATORIO.txt	82	leilão	/corporativo: o lojista paga 18 pedidos/min de um leilão que não está a ver.
DOCS	TEXTO-DOC	docs/MC89.33-RELATORIO.txt	90	lances	Virtualização de listas ........ não há listas longas (0 lances, 7 cotas).
DOCS	TEXTO-DOC	docs/MC89.33-RELATORIO.txt	93	leilão	Polling 3 s → 5 s .............. recusado: 3 s é o desenho correto com leilão
DOCS	TEXTO-DOC	docs/MC89.33-RELATORIO.txt	107	leilão	P0-4  Não pollar o leilão para quem não o está a ver   [corporativo]
DOCS	TEXTO-DOC	docs/MC89.33-RELATORIO.txt	111	lances	P2    Rate limit em falta no lances-flash
DOCS	TEXTO-DOC	docs/MC89.35-PLANO.txt	13	leilão	pinta o Dashboard de leilão. O diagnóstico provou que essa afirmação é falsa
DOCS	TEXTO-DOC	docs/MC89.35-PLANO.txt	33	lances	KPIs de lances e o saldo de senhas de outro produto. Acrescenta uma camada
DOCS	TEXTO-DOC	docs/MC89.36-VALIDACAO.txt	17	Lances	DASHBOARD COMUM → texto "Lances Únicos" ou "Total de Lances" no DOM
DOCS	TEXTO-DOC	docs/MC89.36-VALIDACAO.txt	17	Lances	DASHBOARD COMUM → texto "Lances Únicos" ou "Total de Lances" no DOM
DOCS	TEXTO-DOC	docs/MC89.36-VALIDACAO.txt	22	Lances	texto "Lances Únicos" no DOM e confirmei que a sonda passou a acusar
DOCS	TEXTO-DOC	docs/MC89.42-DIAGNOSTICO.txt	59	Lances	Lances .................. ❌       ❌        tabela `lances` = 0 (é on-chain)
DOCS	TEXTO-DOC	docs/MC89.42-DIAGNOSTICO.txt	59	lances	Lances .................. ❌       ❌        tabela `lances` = 0 (é on-chain)
DOCS	TEXTO-DOC	docs/MC89.42-DIAGNOSTICO.txt	67	Lances	⇒ 8 de 10 cobertas de ponta a ponta. As lacunas são "Lances" e a profundidade
DOCS	TEXTO-DOC	docs/MC89.42-DIAGNOSTICO.txt	151	lances	lances ...........  0 (on-chain)   produtos .  0 (vivem em Blobs)
DOCS	TEXTO-DOC	docs/MC89.42-PLANO.txt	46	Lances	P2-A  Lances — ver §5, tem uma razão estrutural para ficar por último
DOCS	TEXTO-DOC	docs/MC89.42-PLANO.txt	69	lances	(b) ALARGAR A VISTA a mais fontes (lances on-chain, notificações).
DOCS	TEXTO-DOC	docs/MC89.42-PLANO.txt	135	LANCES	5. P2-A — LANCES: PORQUE FICA PARA O FIM
DOCS	TEXTO-DOC	docs/MC89.42-PLANO.txt	137	lances	A tabela `lances` tem 0 linhas: os lances vivem ON-CHAIN. Uma página de lances
DOCS	TEXTO-DOC	docs/MC89.42-PLANO.txt	137	lances	A tabela `lances` tem 0 linhas: os lances vivem ON-CHAIN. Uma página de lances
DOCS	TEXTO-DOC	docs/MC89.42-PLANO.txt	137	lances	A tabela `lances` tem 0 linhas: os lances vivem ON-CHAIN. Uma página de lances
DOCS	TEXTO-DOC	docs/MC89.42-PLANO.txt	144	lance	⇒ E "cancelar um lance" pode nem ser possível: se o lance está no contrato, o
DOCS	TEXTO-DOC	docs/MC89.42-PLANO.txt	144	lance	⇒ E "cancelar um lance" pode nem ser possível: se o lance está no contrato, o
DOCS	TEXTO-DOC	docs/MC89.42-PLANO.txt	164	lances	MC89.47+ Exportação, níveis de admin, e lances depois de §5 estar respondido.
DOCS	TEXTO-DOC	docs/MC89.42-PLANO.txt	171	lances	Em produção há 0 logs, 0 bloqueios, 0 notificações, 0 lances, 0 produtos e 7
DOCS	TEXTO-DOC	docs/MC89.42-PLANO.txt	189	lances	· Não desenha a página de lances — ver §5.
DOCS	TEXTO-DOC	docs/MC89.42-PLANO.txt	202	lance	3. §5: o contrato permite cancelar um lance? Sem isso não desenho a página.
DOCS	TEXTO-DOC	docs/MC89.42-RELATORIO.txt	86	lances	P2   Exportação · níveis de admin · lances
DOCS	TEXTO-DOC	docs/MC89.42-RELATORIO.txt	106	lances	0 lances, 0 produtos, e 7 "utilizadores" que são registos de teste.
DOCS	TEXTO-DOC	docs/MC89.42-RELATORIO.txt	129	lance	3. O contrato permite CANCELAR um lance? Sem essa resposta não desenho a página
DOCS	TEXTO-DOC	docs/MC89.42-RELATORIO.txt	130	lances	de lances: eles vivem on-chain, e há a regra de não carregar `ethers` no
DOCS	TEXTO-DOC	docs/MC89.47-BRANCHES-CANDIDATAS.txt	15	lances	chore/mc17.3.1.2.1-logs  docs/mc33-flip-done  docs/mc34-automacao  docs/mc56  feat/mc15.3-login  feat/mc15.4  feat/mc15.4.2  feat/mc15.4.3  feat/mc15.5.1  feat/mc15.6.1  
DOCS	TEXTO-DOC	docs/MC89.47-DEPENDABOT.txt	69	lance	fluxo de lance (login Privy → darLance → saldo) antes do merge.
DOCS	TEXTO-DOC	docs/MC89.47-DEPENDABOT.txt	69	Lance	fluxo de lance (login Privy → darLance → saldo) antes do merge.
DOCS	TEXTO-DOC	docs/MC89.47-RELATORIO.txt	43	lances	(admin-aprovacao, admin-list, banners, chatbot, consolidar-lances,
DOCS	TEXTO-DOC	docs/MC89.47-RELATORIO.txt	45	lances	purge-lances, renovacao-adesao, schedule, voucher, wallet, purge-logs)
DOCS	TEXTO-DOC	docs/MC89.48-DIAGNOSTICO-SUPABASE.txt	37	lances	lances ...................  0
DOCS	TEXTO-DOC	docs/MC89.48-EVIDENCIAS.txt	62	lances	FASE A (carga): 50/100/200/1500/2500 lances -> 0 erros, keys unicas,
DOCS	TEXTO-DOC	docs/MC89.49-POS-DEPLOY.txt	88	Leilao	recursos-app ......... 200  1,72s  {"plataforma":"pwa","isLeilaoAtivo":true,...}
DOCS	TEXTO-DOC	docs/MC89.5-ENDPOINTS.txt	72	lances	Saída : identificação, saldo R$, cotas, créditos, débitos, lances RELÂMPAGO
DOCS	TEXTO-DOC	docs/MC89.5-ENDPOINTS.txt	74	lances	⚠ NÃO inclui saldo de senhas (é on-chain) nem lances programados (on-chain).
DOCS	TEXTO-DOC	docs/MC89.5-FLUXOS.txt	111	lances	admin_top_utilizadores   "quem são os 5 com mais lances"    → vw_utilizadores
DOCS	TEXTO-DOC	docs/MC89.5-MAPA.txt	116	lances	lances                  on    0     ⚠️ VAZIA — ver ACHADO A-3
DOCS	TEXTO-DOC	docs/MC89.5-MAPA.txt	143	lances	lances(id uuid, edicao_id, endereco, hash_lance, valor_centavos, created_at,
DOCS	TEXTO-DOC	docs/MC89.5-MAPA.txt	143	lance	lances(id uuid, edicao_id, endereco, hash_lance, valor_centavos, created_at,
DOCS	TEXTO-DOC	docs/MC89.5-MAPA.txt	164	LANCES	bids:bid:{edicao}:{end}:{r}  LANCES (Key-Per-Bid, MC28.1) (bids-store.mjs:13)
DOCS	TEXTO-DOC	docs/MC89.5-MAPA.txt	193	lance	([[desafiogut-mc4931-lance-relampago]]). E passar o DIRETÓRIO em vez do glob
DOCS	TEXTO-DOC	docs/MC89.5-MAPA.txt	215	lances	e `lances` não têm coluna de e-mail nenhuma.
DOCS	TEXTO-DOC	docs/MC89.5-MAPA.txt	221	lances	A-3 — Os lances estão em DOIS sítios, e nenhum deles é a tabela `lances`.
DOCS	TEXTO-DOC	docs/MC89.5-MAPA.txt	221	lances	A-3 — Os lances estão em DOIS sítios, e nenhum deles é a tabela `lances`.
DOCS	TEXTO-DOC	docs/MC89.5-MAPA.txt	222	lances	Evidência: Supabase `lances` = 0 linhas. `bids-store.mjs` (Blobs, Key-Per-Bid)
DOCS	TEXTO-DOC	docs/MC89.5-MAPA.txt	223	lances	é usado por consolidar-lances.mjs e data-store-blobs.mjs. `lance-relampago.mjs`
DOCS	TEXTO-DOC	docs/MC89.5-MAPA.txt	223	lance	é usado por consolidar-lances.mjs e data-store-blobs.mjs. `lance-relampago.mjs`
DOCS	TEXTO-DOC	docs/MC89.5-MAPA.txt	224	Lance	usa addLance() → data-store → backend configurado. O lance PROGRAMADO nem
DOCS	TEXTO-DOC	docs/MC89.5-MAPA.txt	224	lance	usa addLance() → data-store → backend configurado. O lance PROGRAMADO nem
DOCS	TEXTO-DOC	docs/MC89.5-MAPA.txt	225	Lance	passa pelo backend: vai direto ao contrato (darLance) e só é visto por eventos.
DOCS	TEXTO-DOC	docs/MC89.5-MAPA.txt	226	lances	Consequência: "histórico de lances do utilizador" (Tela 2) não é uma consulta —
DOCS	TEXTO-DOC	docs/MC89.5-PLANO.txt	130	lances	mostra "—" e a tela explica porquê (A-2); lances programados declarados como
DOCS	TEXTO-DOC	docs/MC89.5-RELATORIO.txt	23	lances	admins, sessões, log de decisões, aprovações com PII, e os próprios lances.
DOCS	TEXTO-DOC	docs/MC89.5-RELATORIO.txt	64	lances	log-decisoes, notificacoes, bids (lances), schedule, system-state.
DOCS	TEXTO-DOC	docs/MC89.5-RELATORIO.txt	80	lances	A-3  Os lances estão em dois sítios, e nenhum é a tabela `lances` (0 linhas):
DOCS	TEXTO-DOC	docs/MC89.5-RELATORIO.txt	80	lances	A-3  Os lances estão em dois sítios, e nenhum é a tabela `lances` (0 linhas):
DOCS	TEXTO-DOC	docs/MC89.5-RELATORIO.txt	82	lances	⇒ "histórico de lances" não é uma consulta; são três fontes (D3).
DOCS	TEXTO-DOC	docs/MC89.5-TABELAS.txt	65	lances	lances_n              int   ⚠ conta SÓ os lances relâmpago em Postgres
DOCS	TEXTO-DOC	docs/MC89.5-TABELAS.txt	65	lances	lances_n              int   ⚠ conta SÓ os lances relâmpago em Postgres
DOCS	TEXTO-DOC	docs/MC89.5-TABELAS.txt	74	lances	lances.endereco
DOCS	TEXTO-DOC	docs/MC89.5-TABELAS.txt	90	lances	idx_lances_endereco              btree (endereco)
DOCS	TEXTO-DOC	docs/MC89.5-TABELAS.txt	100	lance	quebrar um lance — está certo.
DOCS	TEXTO-DOC	docs/MC89.5-TABELAS.txt	161	lance	lance-relampago, iniciar-pagamento). Sem isso, "bloquear" é decorativo.
DOCS	TEXTO-DOC	docs/MC89.5-TABELAS.txt	258	lances	saldo_rs_debitos, lances ou fila_tarefas — exceto para ACRESCENTAR índices.
DOCS	TEXTO-DOC	docs/MC89.5-TELAS.txt	63	lance	crédito, lance ou cota alterada na janela. Computável, honesto, e responde à
DOCS	TEXTO-DOC	docs/MC89.5-TELAS.txt	114	lances	saldo_rs_creditos.payload->>'endereco' e lances.endereco, com agregados
DOCS	TEXTO-DOC	docs/MC89.5-TELAS.txt	179	lance	endpoints de dinheiro (comprar-senhas, lance-relampago, iniciar-pagamento).
DOCS	TEXTO-DOC	docs/MC89.5-TELAS.txt	197	lances	Histórico de lances       ⚠ TRÊS FONTES (achado A-3):
DOCS	TEXTO-DOC	docs/MC89.5-TELAS.txt	198	lances	· relâmpago → Supabase `lances` (0 linhas hoje)
DOCS	TEXTO-DOC	docs/MC89.5-TELAS.txt	201	lances	D3 — PROPOSTA: a Fase 2 mostra os lances RELÂMPAGO (via data-store, que já
DOCS	TEXTO-DOC	docs/MC89.5-TELAS.txt	202	lances	abstrai os dois backends) e escreve no ecrã, à vista, que os lances programados
DOCS	TEXTO-DOC	docs/MC89.5-TELAS.txt	268	lances	sessões, o log e os lances vivem lá. Uma leitura de sonda
DOCS	TEXTO-DOC	docs/MC89.50-POS-MERGE.txt	94	Leilao	linha  81  "### LeilaoGUT — Ethereum MAINNET (ativo)"
DOCS	TEXTO-DOC	docs/MC89.50-POS-MERGE.txt	96	Lance	linha 214  "enviarLance() → darLance(...) on-chain MAINNET"
DOCS	TEXTO-DOC	docs/MC89.50-POS-MERGE.txt	96	Lance	linha 214  "enviarLance() → darLance(...) on-chain MAINNET"
DOCS	TEXTO-DOC	docs/MC89.8-DIAGNOSTICO.txt	30	lances	- **Nenhum dado pessoal** (saldo, senhas, lances) visível
DOCS	TEXTO-DOC	docs/MC89.8-DIAGNOSTICO.txt	35	lances	⚠️ **ACHADO 1**: o texto menciona "Saldo de senhas", "lances", "e-mail" e
DOCS	TEXTO-DOC	docs/MC89.8-DIAGNOSTICO.txt	37	lances	tela VAI fazer, não mostram dados reais. Mas a palavras "saldo" e "lances"
DOCS	TEXTO-DOC	docs/MC89.8-DIAGNOSTICO.txt	106	Lances	A varredura por padrões encontrou `temSenhas: true` e `temLances: true` no texto
DOCS	TEXTO-DOC	docs/MC89.8-DIAGNOSTICO.txt	134	lances	3. **Texto "saldo de senhas" / "lances" nos placeholders** — falso positivo visual.
DOCS	TEXTO-DOC	docs/MC89.8-RELATORIO.txt	16	lances	de senhas" e "lances" — não são dados reais, mas ativam uma varredura textual
DOCS	TEXTO-DOC	docs/MC89.8-RELATORIO.txt	47	lances	E os placeholders EmConstrucao contêm as palavras "saldo", "senhas" e "lances"
DOCS	TEXTO-DOC	docs/MC89.8-RELATORIO.txt	49	Lances	de CDP confirmou: `temSenhas: true, temLances: true` no texto do painel,
DOCS	TEXTO-DOC	docs/MC89.9-RELATORIO.txt	20	lances	- Palavras "saldo", "senhas" e "lances" removidas dos textos:
DOCS	TEXTO-DOC	docs/MC89.9-RELATORIO.txt	23	lances	- "Histórico de lances" → "Histórico de operações"
DOCS	TEXTO-DOC	docs/MC89.9-RELATORIO.txt	29	Lances	- Scan de texto: `temSaldo: false, temSenhas: false, temLances: false`
DOCS	TEXTO-DOC	docs/MC90.2-CHECKLIST-CONFORMIDADE.txt	40	Lances	MercadoLances).
DOCS	TEXTO-DOC	docs/MC90.2-CLOSED-TESTING-GUIDE.txt	57	leilão	- Idealmente pessoas do perfil do público: participantes de leilão,
DOCS	TEXTO-DOC	docs/MC90.2-CLOSED-TESTING-GUIDE.txt	65	leilão	- Comunidades locais (grupos de leilão, dropshipping, finanças).
DOCS	TEXTO-DOC	docs/MC90.2-CLOSED-TESTING-GUIDE.txt	85	leilão	3. Visualização do leilão ativo (edição "R-1"): contagem regressiva, lista de
DOCS	TEXTO-DOC	docs/MC90.2-CLOSED-TESTING-GUIDE.txt	86	lances	lances, regra do menor lance único (Art. VIII).
DOCS	TEXTO-DOC	docs/MC90.2-CLOSED-TESTING-GUIDE.txt	86	lance	lances, regra do menor lance único (Art. VIII).
DOCS	TEXTO-DOC	docs/MC90.2-CLOSED-TESTING-GUIDE.txt	87	lance	4. Lançamento de lance: fluxo normal (formulário -> hash Argon2id ->
DOCS	TEXTO-DOC	docs/MC90.2-CLOSED-TESTING-GUIDE.txt	102	lances	atividade_utilizadores, lances etc.) — evidência para o requisito de
DOCS	TEXTO-DOC	docs/MC90.2-DATA-SAFETY-RASCUNHO.txt	58	lances	É essencial para o funcionamento do app? SIM (conta e lances).
DOCS	TEXTO-DOC	docs/MC90.2-DATA-SAFETY-RASCUNHO.txt	105	leilões	- Interações no app — SIM (navegação, visualização de leilões)
DOCS	TEXTO-DOC	docs/MC90.2-DATA-SAFETY-RASCUNHO.txt	108	lances	- Outro conteúdo gerado pelo usuário — SIM (lances com hash Argon2id,
DOCS	TEXTO-DOC	docs/MC90.2-DATA-SAFETY-RASCUNHO.txt	109	lances	histórico de lances, atividade registada em atividade_utilizadores)
DOCS	TEXTO-DOC	docs/MC90.2-DATA-SAFETY-RASCUNHO.txt	111	lances	Compartilhado? SIM — Supabase (armazenamento) e, para os lances, de forma
DOCS	TEXTO-DOC	docs/MC90.2-DATA-SAFETY-RASCUNHO.txt	113	leilões	Essencial? PARCIAL — a navegação básica não exige; participar em leilões
DOCS	TEXTO-DOC	docs/MC90.2-DATA-SAFETY-RASCUNHO.txt	114	lances	exige o registo de lances (declarar como "opcional" para interações, mas a
DOCS	TEXTO-DOC	docs/MC90.2-DATA-SAFETY-RASCUNHO.txt	115	lances	declaração oficial é feita por subcategoria: lances = essencial).
DOCS	TEXTO-DOC	docs/MC90.2-DATA-SAFETY-RASCUNHO.txt	117	lances	Eliminação? SIM (delete-account apaga lances e atividade_utilizadores;
DOCS	TEXTO-DOC	docs/MC90.2-DATA-SAFETY-RASCUNHO.txt	166	lances	- Atividade no app: SIM (Supabase; blockchain para lances).
DOCS	TEXTO-DOC	docs/MC90.2-DATA-SAFETY-RASCUNHO.txt	186	lances	- O app processa transações on-chain (lances em Ethereum mainnet) via carteira
DOCS	TEXTO-DOC	docs/MC90.2-ELIMINACAO-CONTAS.txt	35	lances	- Supabase por endereco: lances, lojistas, atividade_utilizadores (MC89.43)
DOCS	TEXTO-DOC	docs/MC90.2-ELIMINACAO-CONTAS.txt	37	lance	- Blobs por valor: lance-idem
DOCS	TEXTO-DOC	docs/MC90.2-GAP-ANALYSIS.txt	21	Lances	pages/Seguranca.jsx, pages/MercadoLances.jsx).
DOCS	TEXTO-DOC	docs/MC90.2-GAP-ANALYSIS.txt	66	lances	mecanismo interno de assinatura de lances; a compra é em R$ via PIX.
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	14	Lances	pages/Seguranca.jsx, pages/MercadoLances.jsx) e registar a URL no campo
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	39	leilão	O DesafioGUT é uma plataforma de leilão de "menor lance único": os utilizadores
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	39	lance	O DesafioGUT é uma plataforma de leilão de "menor lance único": os utilizadores
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	40	leilões	participam em leilões, lançam lances e podem adquirir produtos/senhas mediante
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	40	lances	participam em leilões, lançam lances e podem adquirir produtos/senhas mediante
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	51	lances	transações on-chain (lances) e prestação do serviço.
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	65	lances	3.3. Atividade no app (interações, lances, histórico)
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	66	lances	- Registos de interações: lances (com hash Argon2id off-chain de prova de
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	72	leilões	para participar em leilões. Base legal: execução do contrato e interesse
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	82	lances	- Os lances são registados no smart contract LeilaoGUT na rede Ethereum
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	82	Leilao	- Os lances são registados no smart contract LeilaoGUT na rede Ethereum
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	85	leilão	- Finalidade: funcionamento do leilão (pipeline de lance 100% on-chain).
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	85	lance	- Finalidade: funcionamento do leilão (pipeline de lance 100% on-chain).
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	115	lances	| Supabase (supabase.com) | Base de dados e armazenamento | Dados de conta, lances, histórico, atividade, saldos |
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	116	lances	| Netlify (netlify.com) | Backend serverless (funções) | Dados transitórios necessários às funções (ex.: processamento de pagamento e lances) |
DOCS	TEXTO-DOC	docs/MC90.2-POLITICA-PRIVACIDADE-TEXTO.txt	161	lances	(atividade_utilizadores), lances, saldos, histórico e ficheiros associados à
DOCS	TEXTO-DOC	docs/MC90.2-REQUISITOS-2026.txt	214	lances	Privy, transações on-chain (lances) e pagamentos PIX. A política exige conta
DOCS	TEXTO-DOC	docs/MC90.2-REQUISITOS-2026.txt	240	lances	Console (pagamentos PIX via Mercado Pago + lances on-chain). Sem custo; só
DOCS	TEXTO-DOC	docs/MC90.3-LEVANTAMENTO.txt	70	Lances	- pages/MercadoLances.jsx:317
DOCS	TEXTO-DOC	docs/MC90.3-RELATORIO.txt	21	Lances	(TermosConsentimento, Seguranca, MercadoLances) — o GAP 1 fica eliminado
DOCS	TEXTO-DOC	docs/MC90.3-RELATORIO.txt	60	Lances	7. EDIT  src/pages/MercadoLances.jsx      — link footer iubenda 404 ->
DOCS	TEXTO-DOC	docs/MC90.3-VALIDACAO.txt	48	Lances	- pages/MercadoLances.jsx (footer "Privacidade")
DOCS	TEXTO-DOC	docs/MC90.4-CRIAR-APP-DADOS.txt	31	lances	on-chain (lances na Ethereum mainnet via embedded wallet Privy). A
DOCS	TEXTO-DOC	docs/MC90.4-CRIAR-APP-DADOS.txt	43	leilão	Sugestões com base no conteúdo real do app (leilão + compras + chat/social):
DOCS	TEXTO-DOC	docs/MC90.4-CRIAR-APP-DADOS.txt	46	lances	partilhar lances/público? — na prática NÃO há upload de ficheiros; os
DOCS	TEXTO-DOC	docs/MC90.4-CRIAR-APP-DADOS.txt	47	lances	lances são valores numéricos. Responder "Não" a upload/partilha de
DOCS	TEXTO-DOC	docs/MC90.4-CRIAR-APP-DADOS.txt	55	leilão	e) Violência, sexo, linguagem, jogos de azar: NÃO. O app é um leilão
DOCS	TEXTO-DOC	docs/MC90.4-CRIAR-APP-DADOS.txt	56	lance	regulamentado (menor lance único) — NÃO é jogo de azar; sem conteúdo
DOCS	TEXTO-DOC	docs/MC90.4-CRIAR-APP-DADOS.txt	99	leilão	- O questionário IARC deve refletir que NÃO há jogo de azar (o leilão de
DOCS	TEXTO-DOC	docs/MC90.4-CRIAR-APP-DADOS.txt	100	lance	menor lance único é regido por regulamento próprio e não é sorteio).
DOCS	TEXTO-DOC	docs/MC90.4-DATA-SAFETY-FINAL.txt	80	lances	Apps instalados (Não), Outro conteúdo gerado pelo usuário (Sim — lances
DOCS	TEXTO-DOC	docs/MC90.4-DATA-SAFETY-FINAL.txt	83	lances	Compartilhado: SIM — Supabase; lances também de forma pseudónima na
DOCS	TEXTO-DOC	docs/MC90.4-DATA-SAFETY-FINAL.txt	85	lances	Essencial: PARCIAL (lances: sim; interações de navegação: opcional —
DOCS	TEXTO-DOC	docs/MC90.4-DATA-SAFETY-FINAL.txt	87	lances	essencial para lances e opcional para o resto, conforme subcategoria).
DOCS	TEXTO-DOC	docs/MC90.4-DATA-SAFETY-FINAL.txt	88	lances	Criptografado: SIM. Eliminação: SIM (delete-account apaga lances e
DOCS	TEXTO-DOC	docs/MC90.4-DATA-SAFETY-FINAL.txt	126	lances	(autenticação, lances, pagamentos PIX e segurança). Nenhum dado é vendido
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	12	Leilão	Leilão de menor lance único com pagamentos PIX e lances na blockchain.
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	12	lance	Leilão de menor lance único com pagamentos PIX e lances na blockchain.
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	12	lances	Leilão de menor lance único com pagamentos PIX e lances na blockchain.
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	19	leilão	DesafioGUT é uma plataforma de leilão onde o MENOR lance único ganha: a
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	19	lance	DesafioGUT é uma plataforma de leilão onde o MENOR lance único ganha: a
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	20	lance	cada lance, o valor que aparece uma única vez é o vencedor (Art. VIII do
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	25	leilão	- Participe do leilão ativo e lance valores em centavos.
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	25	lance	- Participe do leilão ativo e lance valores em centavos.
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	26	lance	- O menor lance único (que aparece exatamente uma vez) vence o item.
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	33	Lances	- Lances registados no smart contract LeilaoGUT na Ethereum mainnet —
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	33	Leilao	- Lances registados no smart contract LeilaoGUT na Ethereum mainnet —
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	56	lance	+ logo GUTO + tagline "O menor lance único ganha"). Ação do operador
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	62	Leilão	Tela 1: Home / Leilão ativo (contagem regressiva + tabela de lances)
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	62	lances	Tela 1: Home / Leilão ativo (contagem regressiva + tabela de lances)
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	64	lance	Tela 3: Lançamento de lance (formulário + confirmação)
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	82	leilão	- Target audience: maiores de 18 anos (público-alvo de leilão/compras) —
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	100	Leilão	• Leilão de menor lance único com pipeline 100% on-chain (Ethereum mainnet).
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	100	lance	• Leilão de menor lance único com pipeline 100% on-chain (Ethereum mainnet).
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	110	leilão	- Tags (opcionais, máx. 5): leilão, blockchain, lances, web3, pix
DOCS	TEXTO-DOC	docs/MC90.4-FICHA-LOJA.txt	110	lances	- Tags (opcionais, máx. 5): leilão, blockchain, lances, web3, pix
DOCS	TEXTO-DOC	docs/MC91.10-DIAGNOSTICO.txt	6	lances	OBJETIVO: validar o fluxo PIX -> senhas -> lances programados + carteira ->
DOCS	TEXTO-DOC	docs/MC91.10-DIAGNOSTICO.txt	7	lances	lances relampago (menor lance unico). Este documento registra o reconhecimento
DOCS	TEXTO-DOC	docs/MC91.10-DIAGNOSTICO.txt	7	lance	lances relampago (menor lance unico). Este documento registra o reconhecimento
DOCS	TEXTO-DOC	docs/MC91.10-DIAGNOSTICO.txt	22	lances	- lances-flash (GET, publico): oculta valores ate consolidar (blindagem MC28.1);
DOCS	TEXTO-DOC	docs/MC91.10-DIAGNOSTICO.txt	23	lances	R-1 com 0 lances no momento.
DOCS	TEXTO-DOC	docs/MC91.10-DIAGNOSTICO.txt	37	lance	-> comprar-senhas (POST; JWT lance-auth; {endereco, qtd}): debita R$ 2,00 x
DOCS	TEXTO-DOC	docs/MC91.10-DIAGNOSTICO.txt	39	Leilao	gas) -> saldoSenhas[usuario] += qtd (contrato LeilaoGUT mainnet
DOCS	TEXTO-DOC	docs/MC91.10-DIAGNOSTICO.txt	44	LANCES	B) LANCES (fluxo real em producao — mainnet):
DOCS	TEXTO-DOC	docs/MC91.10-DIAGNOSTICO.txt	45	Lance	CardLance.jsx: em MAINNET, TANTO "flash" QUANTO "programado" usam o MESMO
